po4 no3 no2 o2 sio2 tn na k mg ca so4 cl co3 hco3 nh4 chl_a br toc alk
4.519578947368420927e+02 1.597258064516128979e+04 6.533695652173913686e+02 5.294100000000000000e+04 3.292283333333333576e+04 6.825642857142857974e+04 1.039578427947598509e+06 1.692473799126638041e+05 1.031665843621399108e+05 2.488283503868230619e+05 1.039364583333333285e+05 1.055937658674188890e+06 0.000000000000000000e+00 3.780000000000000000e+05 1.480727777777777737e+04 8.103078571428572468e+04 1.512278481012658347e+02 1.086333333333333430e+05 2.080260000000000000e+05
4.665315789473684731e+02 1.665798387096774240e+04 7.003804347826086314e+02 5.512875000000000000e+04 3.437983333333333576e+04 6.956928571428572468e+04 1.155940851528384490e+06 1.837380349344978749e+05 1.062375514403292182e+05 2.630423633641128545e+05 1.112739583333333430e+05 1.180805359661494847e+06 0.000000000000000000e+00 3.900600000000000000e+05 1.636552777777777737e+04 8.528903571428572468e+04 1.570379746835443200e+02 1.182629166666666861e+05 2.124150000000000000e+05
5.118526315789474097e+02 1.740412903225806076e+04 7.634347826086957411e+02 5.766875000000000000e+04 3.700583333333332848e+04 7.465142857142856519e+04 1.309547030567685841e+06 2.047210043668122380e+05 1.130108641975308565e+05 2.867414774145246483e+05 1.215677083333333285e+05 1.352521015514809405e+06 0.000000000000000000e+00 4.166400000000000000e+05 1.864422222222222263e+04 9.128635714285713038e+04 1.662025316455696213e+02 1.305691666666666715e+05 2.244140000000000000e+05
6.260736842105263804e+02 1.830867741935483718e+04 8.955652173913043725e+02 6.010728125000000000e+04 4.130733333333332848e+04 8.284142857142857974e+04 1.583066069868995808e+06 2.415200000000000291e+05 1.229262962962962920e+05 3.267030945844771923e+05 1.385177083333333721e+05 1.666714527503525605e+06 0.000000000000000000e+00 4.575600000000000000e+05 2.296488888888888687e+04 1.004132142857142899e+05 1.840506329113924266e+02 1.523241666666666570e+05 2.415440000000000000e+05
6.474473684210527153e+02 2.004772580645161361e+04 9.479456521739130039e+02 6.492281250000000000e+04 4.575350000000000000e+04 8.780285714285715949e+04 1.761272903930131346e+06 2.678698253275109455e+05 1.300928189300411468e+05 3.586712128774644807e+05 1.512427083333333430e+05 1.870799717912552878e+06 0.000000000000000000e+00 4.913800000000000000e+05 2.557086111111111313e+04 1.049202500000000291e+05 1.956329113924050773e+02 1.682829166666666570e+05 2.572970000000000000e+05
7.265894736842103612e+02 2.117054838709677279e+04 1.073521739130434980e+03 6.817421875000000000e+04 5.032600000000000000e+04 9.610571428571428987e+04 2.092617554585153004e+06 3.109620960698690033e+05 1.409167489711934177e+05 4.031765160968306009e+05 1.712489583333333721e+05 2.251141043723554350e+06 0.000000000000000000e+00 5.344400000000000000e+05 3.043294444444444525e+04 1.143222857142857392e+05 2.118354430379746987e+02 1.926883333333333430e+05 2.742370000000000000e+05
8.816842105263157237e+02 2.360103225806451519e+04 1.262782608695652016e+03 7.532771875000000000e+04 5.710000000000000000e+04 1.100050000000000000e+05 2.415698471615721006e+06 3.575141484716158011e+05 1.599762962962962920e+05 4.607906912902421318e+05 1.955385416666666861e+05 2.609838363892806228e+06 0.000000000000000000e+00 6.070400000000000000e+05 3.543044444444444525e+04 1.302310000000000146e+05 2.453797468354430578e+02 2.210975000000000000e+05 3.100980000000000000e+05
1.045789473684210407e+03 2.550972580645160997e+04 1.427478260869565020e+03 8.136565625000000000e+04 6.129883333333332848e+04 1.201128571428571304e+05 2.565888733624454122e+06 3.816186026200873312e+05 1.751401646090534923e+05 4.963767407037683879e+05 2.105375000000000000e+05 2.756405359661493916e+06 0.000000000000000000e+00 6.615200000000000000e+05 3.798899999999999272e+04 1.461215714285714494e+05 2.770000000000000000e+02 2.385524999999999709e+05 3.401840000000000000e+05
8.950052631578946603e+02 2.438427419354838639e+04 1.234750000000000000e+03 8.213615625000000000e+04 5.324183333333333576e+04 1.134985714285714348e+05 2.001900327510917326e+06 3.083000436681222636e+05 1.704326543209876399e+05 4.266105190915897256e+05 1.826979166666666861e+05 2.061576868829336949e+06 0.000000000000000000e+00 6.207400000000000000e+05 2.891625000000000364e+04 1.441579642857142899e+05 2.547721518987341938e+02 1.970712500000000000e+05 3.329150000000000000e+05
8.491578947368420813e+02 2.448766129032257595e+04 1.161000000000000000e+03 8.381278125000000000e+04 5.084100000000000000e+04 1.128214285714285652e+05 1.732923624454148812e+06 2.759883406113537494e+05 1.710384362139917794e+05 4.005631395058647031e+05 1.710468750000000000e+05 1.734670803949224064e+06 0.000000000000000000e+00 6.140800000000000000e+05 2.478333333333333212e+04 1.435652142857142899e+05 2.512025316455696213e+02 1.790116666666666570e+05 3.372700000000000000e+05
9.042526315789473301e+02 2.571703225806451519e+04 1.227739130434782510e+03 8.589596875000000000e+04 5.463333333333333576e+04 1.149007142857142608e+05 1.889571397379912669e+06 2.988655021834060899e+05 1.733939917695473414e+05 4.264768405290741357e+05 1.804822916666666570e+05 1.924200564174894011e+06 0.000000000000000000e+00 6.339200000000000000e+05 2.742633333333332848e+04 1.449391428571428696e+05 2.631772151898734364e+02 1.939291666666666570e+05 3.446660000000000000e+05
1.227068421052631493e+03 2.808724193548387120e+04 1.517663043478260761e+03 9.240703125000000000e+04 6.235150000000000000e+04 1.331771428571428696e+05 2.168404519650655333e+06 3.434817903930131579e+05 1.964366049382716010e+05 4.892986149238832295e+05 2.044958333333333430e+05 2.226851339915373828e+06 0.000000000000000000e+00 7.229800000000000000e+05 3.272758333333333212e+04 1.665328214285714494e+05 3.139620253164557084e+02 2.245429166666666570e+05 3.917330000000000000e+05
1.840042105263157737e+03 3.099283870967742041e+04 1.999413043478260988e+03 9.948559375000000000e+04 6.937616666666667152e+04 1.567650000000000000e+05 2.240516681222707964e+06 3.670027510917031323e+05 2.277833333333333430e+05 5.449715747441977728e+05 2.236187500000000000e+05 2.261667700987305958e+06 0.000000000000000000e+00 8.341200000000000000e+05 3.625622222222221899e+04 2.018870714285714494e+05 4.056708860759493973e+02 2.502533333333333139e+05 4.594830000000000000e+05
1.237978947368420904e+03 3.004895161290322721e+04 1.556478260869565247e+03 1.002443437500000000e+05 6.319350000000000000e+04 1.388485714285714203e+05 2.105755982532751281e+06 3.386723144104803796e+05 2.089766255144032766e+05 4.953899675567756640e+05 2.089791666666666861e+05 2.111726093088857364e+06 0.000000000000000000e+00 7.567200000000000000e+05 3.127644444444444161e+04 1.789075714285714494e+05 3.310759493670886400e+02 2.241025000000000000e+05 4.161500000000000000e+05
7.409789473684210179e+02 2.915750000000000000e+04 1.162065217391304259e+03 9.961103125000000000e+04 5.677416666666667152e+04 1.202928571428571449e+05 1.842382576419214020e+06 2.968503056768559036e+05 1.885017695473250933e+05 4.373258048415273079e+05 1.882104166666666570e+05 1.816902397743300069e+06 0.000000000000000000e+00 6.762000000000000000e+05 2.518005555555555475e+04 1.555300714285714494e+05 2.688987341772152035e+02 1.933133333333333139e+05 3.745160000000000000e+05
7.601789473684210634e+02 2.960456451612903766e+04 1.160043478260869506e+03 1.000986875000000000e+05 5.707283333333333576e+04 1.188807142857142899e+05 1.757490131004367024e+06 2.883452401746725081e+05 1.867611522633745044e+05 4.324262790117294644e+05 1.844468749999999709e+05 1.720634132581099635e+06 0.000000000000000000e+00 6.736000000000000000e+05 2.421905555555555475e+04 1.537147857142857392e+05 2.730506329113924266e+02 1.903275000000000000e+05 3.753730000000000000e+05
7.098736842105263349e+02 2.696353225806451883e+04 1.064695652173913004e+03 9.274187500000000000e+04 5.192316666666666424e+04 1.128142857142857101e+05 1.577605327510917094e+06 2.607100000000000291e+05 1.761995473251029034e+05 3.958879211380084744e+05 1.691791666666666570e+05 1.527074471086036647e+06 0.000000000000000000e+00 6.292800000000000000e+05 2.163138888888889051e+04 1.451350714285714203e+05 2.510506329113923982e+02 1.715808333333333430e+05 3.525680000000000000e+05
7.048947368421052033e+02 2.548859677419354557e+04 1.042304347826086769e+03 8.784696875000000000e+04 4.975383333333333576e+04 1.095792857142857101e+05 1.555513187772925943e+06 2.546970742358079005e+05 1.700014403292181378e+05 3.830542550536561175e+05 1.639552083333333430e+05 1.516824823695345549e+06 0.000000000000000000e+00 6.060800000000000000e+05 2.144477777777777737e+04 1.401731428571428696e+05 2.417848101265822720e+02 1.664158333333333430e+05 3.383190000000000000e+05
6.165631578947367188e+02 2.460870967741935237e+04 9.583369565217390118e+02 8.565325000000000000e+04 4.796650000000000000e+04 1.054671428571428551e+05 1.503173122270742431e+06 2.456365938864629134e+05 1.638624897119341767e+05 3.686659221362615353e+05 1.581927083333333721e+05 1.464803385049365228e+06 0.000000000000000000e+00 5.836600000000000000e+05 2.040825000000000000e+04 1.338348928571428696e+05 2.250000000000000000e+02 1.593345833333333430e+05 3.256480000000000000e+05
6.349736842105262440e+02 2.449425806451612880e+04 9.671847826086955138e+02 8.555071875000000000e+04 4.808283333333333576e+04 1.065264285714285797e+05 1.503853384279476246e+06 2.461200000000000291e+05 1.648113374485596723e+05 3.699750811080608401e+05 1.584750000000000291e+05 1.464284626234132564e+06 0.000000000000000000e+00 5.869800000000000000e+05 2.051841666666666788e+04 1.348846785714285797e+05 2.258227848101266204e+02 1.597095833333333430e+05 3.275960000000000000e+05
1.174068421052631493e+03 2.520406451612903038e+04 1.369032608695652243e+03 8.576006250000000000e+04 5.318183333333332848e+04 1.264321428571428405e+05 1.622713471615720773e+06 2.709531877729258267e+05 1.869279629629629781e+05 4.153830172198652290e+05 1.730447916666667152e+05 1.587443159379407298e+06 0.000000000000000000e+00 6.677800000000000000e+05 2.473313888888889051e+04 1.593009642857142899e+05 2.934430379746835342e+02 1.813095833333333430e+05 3.738280000000000000e+05
1.472599999999999909e+03 2.764722580645161361e+04 1.618543478260869506e+03 9.169912500000000000e+04 5.944300000000000000e+04 1.409285714285714203e+05 1.747758384279476246e+06 2.966313537117904052e+05 2.057387242798354127e+05 4.605341901672074455e+05 1.887041666666666861e+05 1.715305500705218408e+06 0.000000000000000000e+00 7.409200000000000000e+05 2.782216666666666788e+04 1.766203571428571595e+05 3.431898734177215715e+02 2.018241666666666570e+05 4.157340000000000000e+05
1.249063157894736833e+03 2.865956451612903038e+04 1.535869565217391255e+03 9.459034375000000000e+04 6.288400000000000000e+04 1.369214285714285506e+05 2.141797903930131346e+06 3.420637991266376339e+05 2.021468312757201493e+05 4.931575492887446890e+05 2.059885416666666570e+05 2.187464033850493375e+06 0.000000000000000000e+00 7.395200000000000000e+05 3.229283333333333212e+04 1.705715714285714203e+05 3.218227848101265636e+02 2.235441666666666570e+05 4.031310000000000000e+05
1.217989473684210452e+03 2.910408064516128798e+04 1.545869565217391482e+03 9.751406250000000000e+04 6.433683333333333576e+04 1.417235714285714203e+05 2.280751353711790405e+06 3.592588646288209711e+05 2.092203292181070137e+05 5.106454953830795712e+05 2.152010416666666861e+05 2.337262059238363523e+06 0.000000000000000000e+00 7.615200000000000000e+05 3.384761111111110949e+04 1.759026428571428696e+05 3.211518987341772231e+02 2.316075000000000000e+05 4.129390000000000000e+05
1.271284210526315746e+03 2.963420967741935601e+04 1.617739130434782510e+03 9.946490625000000000e+04 6.650433333333334303e+04 1.469364285714285797e+05 2.439077991266375408e+06 3.800358951965065789e+05 2.161856378600822645e+05 5.330943598702271702e+05 2.254750000000000000e+05 2.513746403385049663e+06 0.000000000000000000e+00 7.868000000000000000e+05 3.617694444444444525e+04 1.825382857142857392e+05 3.307848101265823288e+02 2.435174999999999709e+05 4.240540000000000000e+05
1.234242105263158010e+03 3.009111290322580680e+04 1.576478260869565474e+03 1.006690625000000000e+05 6.551750000000000000e+04 1.441178571428571595e+05 2.299471353711790871e+06 3.633273362445415696e+05 2.140906172839506180e+05 5.190211380084851990e+05 2.191135416666666570e+05 2.346864315937940031e+06 0.000000000000000000e+00 7.776800000000000000e+05 3.400827777777777374e+04 1.803946428571428696e+05 3.302658227848101546e+02 2.350775000000000000e+05 4.229270000000000000e+05
1.163610526315789230e+03 2.901393548387096598e+04 1.484391304347826008e+03 9.872087500000000000e+04 6.184383333333332848e+04 1.404150000000000000e+05 2.096519170305677224e+06 3.356315720524017233e+05 2.094896707818929863e+05 4.894003244322435930e+05 2.070656250000000291e+05 2.107007334273624700e+06 0.000000000000000000e+00 7.530000000000000000e+05 3.076633333333333212e+04 1.765564285714285797e+05 3.161898734177215147e+02 2.179408333333333430e+05 4.137660000000000000e+05
1.080757894736841990e+03 2.893135483870967437e+04 1.389695652173913004e+03 1.005164687500000000e+05 5.927666666666666424e+04 1.399478571428571595e+05 1.870393318777292268e+06 3.075145851528384374e+05 2.105513580246913480e+05 4.653919890192163875e+05 1.972406250000000000e+05 1.828321297602256294e+06 0.000000000000000000e+00 7.464000000000000000e+05 2.698355555555555475e+04 1.762497142857142899e+05 3.073544303797468160e+02 2.008308333333333139e+05 4.169340000000000000e+05
1.076431578947368507e+03 2.962170967741935237e+04 1.467565217391304259e+03 1.019133750000000000e+05 6.465766666666666424e+04 1.454442857142857392e+05 2.351626943231440615e+06 3.670560698689956916e+05 2.161847736625514226e+05 5.184181682056402205e+05 2.212604166666666570e+05 2.403328067700986750e+06 0.000000000000000000e+00 7.780800000000000000e+05 3.377738888888889051e+04 1.791065000000000291e+05 3.092531645569620764e+02 2.319391666666666861e+05 4.217190000000000000e+05
1.151331578947368598e+03 3.046327419354838639e+04 1.584271739130434753e+03 1.026235937500000000e+05 6.997800000000000000e+04 1.506242857142857101e+05 2.742559978165939450e+06 4.173774672489083605e+05 2.210895267489711696e+05 5.663214499625656754e+05 2.413260416666666570e+05 2.875231311706628185e+06 0.000000000000000000e+00 8.091400000000000000e+05 3.979030555555555475e+04 1.823341071428571595e+05 3.215189873417721174e+02 2.600912500000000000e+05 4.287500000000000000e+05
7.741578947368420813e+02 2.712443548387096234e+04 8.984456521739131176e+02 9.466703125000000000e+04 6.054083333333333576e+04 1.127485892857142724e+06 2.822137161572051700e+06 1.731334061135371303e+04 1.745705349794238282e+05 5.965410282006488414e+05 3.083223958333333139e+05 2.501497038081805222e+06 0.000000000000000000e+00 6.510097377049180213e+05 2.175205555555555839e+04 1.940708571428571304e+05 2.841582278481012622e+02 4.089966666666666861e+05 3.953490000000000000e+05
1.116673684210526289e+03 4.290790322580645443e+04 1.319391304347826008e+03 1.434164062500000000e+05 9.980783333333334303e+04 1.579445071428571362e+06 3.910757292576418724e+06 2.520755458515284045e+04 2.765046913580246619e+05 8.889102570501622977e+05 4.484781250000000000e+05 3.595512834978843573e+06 0.000000000000000000e+00 1.000359803278688574e+06 3.398661111111110949e+04 2.473170714285714494e+05 3.983164556962025813e+02 5.765258333333333721e+05 6.083940000000000000e+05
1.506947368421052488e+03 5.194532258064516645e+04 1.856739130434782510e+03 1.746375000000000000e+05 1.287240000000000146e+05 2.074179999999999534e+06 5.452397423580786213e+06 3.084524017467249359e+04 3.446065843621398672e+05 1.142897404542051256e+06 6.080333333333332557e+05 5.130129196050775237e+06 0.000000000000000000e+00 1.252124065573770553e+06 4.740911111111110949e+04 3.080200714285714203e+05 4.872025316455697066e+02 7.313858333333333721e+05 7.612170000000000000e+05
2.037694736842105158e+03 5.031717741935483355e+04 2.719750000000000909e+03 1.656396562500000000e+05 1.334675000000000000e+05 2.963922607142857276e+06 8.357870829694323242e+06 3.152207423580786417e+04 3.356786831275720033e+05 1.351707212378337979e+06 8.373703125000000000e+05 8.069900423131169751e+06 0.000000000000000000e+00 1.263970918032786809e+06 6.552438888888888323e+04 3.361449285714285215e+05 5.154873417721518081e+02 8.623541666666666279e+05 7.672940000000000000e+05
1.982473684210526471e+03 4.748556451612903038e+04 2.625206521739130949e+03 1.451574375000000000e+05 1.268748333333333576e+05 2.423954892857142724e+06 8.257029650655021891e+06 2.734561135371179626e+04 3.050508230452674907e+05 1.245969029198901495e+06 8.108463541666666279e+05 7.968600564174893312e+06 0.000000000000000000e+00 1.137325147540983511e+06 6.282927777777777374e+04 3.107812857142856810e+05 4.722594936708860587e+02 8.231241666666666279e+05 6.906150000000000000e+05
